store,date,temperature,fuel_price,markdown1,markdown2,markdown3,markdown4,markdown5,cpi,unemployment,dept,weekly_sales,IsHoliday,type,size
36,2011-10-28,71.31,3.306,0.0,0.0,0.0,0.0,0.0,216.4051315,7.72,26,239.69,0,0,39910
2,2011-05-20,67.14,3.907,0.0,0.0,0.0,0.0,0.0,215.3834778,7.93,12,7776.84,0,0,202307
23,2012-07-06,70.86,3.538,6918.05,103.8,26.79,6112.89,5184.17,138.2296333,4.16,36,7168.0,0,1,114533
25,2011-04-08,42.11,3.72,0.0,0.0,0.0,0.0,0.0,208.1092642,7.29,5,11296.6,0,1,128107
6,2012-05-11,72.66,3.688,10658.74,0.0,133.22,3312.9,9700.64,223.3346212,5.96,48,468.0,0,0,202505
29,2010-12-31,28.49,3.177,0.0,0.0,0.0,0.0,0.0,132.8150323,10.52,24,2165.31,1,1,93638
17,2012-06-22,62.9,3.737,3500.33,466.98,0.0,1789.53,2980.58,130.7929,6.24,13,23426.23,0,1,93188
10,2012-08-24,82.5,4.055,11322.69,0.0,34.0,6602.59,7256.22,130.8381613,7.17,92,51237.75,0,1,126512
3,2010-08-27,86.15,2.619,0.0,0.0,0.0,0.0,0.0,214.8897938,7.35,11,5367.12,0,1,37392
24,2010-12-10,27.11,3.255,0.0,0.0,0.0,0.0,0.0,132.6764,8.28,90,78020.99,0,0,203819
29,2010-12-03,39.42,3.065,0.0,0.0,0.0,0.0,0.0,132.7566667,10.52,82,10122.61,0,1,93638
25,2010-10-01,57.56,2.707,0.0,0.0,0.0,0.0,0.0,204.8850973,7.48,30,2026.82,0,1,128107
16,2011-07-22,65.36,3.545,0.0,0.0,0.0,0.0,0.0,193.5120367,6.34,30,1879.56,0,1,57197
40,2012-09-07,65.06,3.921,5494.1,0.0,39.66,925.8,3268.99,138.4729355,4.16,20,4165.41,1,0,155083
7,2012-02-03,22.2,3.031,56917.7,1839.82,4.53,16241.73,2414.97,196.8728921,8.26,14,9214.54,0,1,70713
13,2010-09-10,65.74,2.87,0.0,0.0,0.0,0.0,0.0,126.1145806,7.95,4,39964.09,1,0,219622
8,2010-11-12,54.89,2.728,0.0,0.0,0.0,0.0,0.0,215.3721,6.43,74,7798.81,0,0,155078
8,2011-11-11,50.56,3.297,4971.01,4538.18,541.05,1407.72,3846.73,221.4595129,6.12,1,12746.15,0,0,155078
4,2010-02-05,43.76,2.598,0.0,0.0,0.0,0.0,0.0,126.4420645,8.62,36,578.0,0,0,205863
19,2011-12-02,45.67,3.666,7197.6,239.76,9191.67,4716.48,28279.83,136.4909333,7.87,80,20159.78,0,0,203819
29,2012-03-09,41.72,3.876,5564.21,396.61,0.0,531.23,1542.59,137.5066897,8.99,72,28404.6,0,1,93638
15,2012-03-16,47.42,4.021,3518.76,104.88,2.98,797.26,1364.77,137.5843871,7.94,11,9171.09,0,1,123737
10,2011-02-25,53.59,3.398,0.0,0.0,0.0,0.0,0.0,128.13,8.74,34,39603.41,0,1,126512
5,2012-07-13,80.78,3.256,1471.06,1.0,12.0,889.18,798.44,222.5121481,5.6,30,822.2,0,1,34875
42,2012-10-05,80.88,4.132,479.07,0.0,6.0,10.64,2565.13,131.0756667,6.94,25,36.52,0,2,39690
29,2010-11-12,44.42,2.961,0.0,0.0,0.0,0.0,0.0,132.9783226,10.52,59,325.86,0,1,93638
43,2011-07-08,87.02,3.48,0.0,0.0,0.0,0.0,0.0,207.1152738,10.64,16,5347.33,0,2,41062
22,2010-11-12,44.42,2.961,0.0,0.0,0.0,0.0,0.0,136.8349032,8.57,11,14182.99,0,1,119557
37,2010-04-16,66.74,2.808,0.0,0.0,0.0,0.0,0.0,209.2691428,8.46,74,470.86,0,2,39910
6,2011-07-22,88.06,3.651,0.0,0.0,0.0,0.0,0.0,216.964312,6.93,42,8953.32,0,0,202505
26,2010-02-19,22.62,2.747,0.0,0.0,0.0,0.0,0.0,131.637,8.49,41,1253.32,0,0,152513
6,2010-08-27,85.71,2.619,0.0,0.0,0.0,0.0,0.0,213.0905324,6.97,40,58303.29,0,0,202505
36,2011-12-02,53.57,3.164,0.0,0.0,10.0,0.0,624.31,217.4229206,7.72,96,11326.24,0,0,39910
35,2011-07-22,82.28,3.811,0.0,0.0,0.0,0.0,0.0,139.7969712,8.68,59,285.43,0,1,103681
42,2011-05-27,78.62,3.933,0.0,0.0,0.0,0.0,0.0,129.0623548,8.49,25,163.74,0,2,39690
32,2011-04-01,44.83,3.461,0.0,0.0,0.0,0.0,0.0,192.2691707,8.6,79,14191.86,0,0,203007
25,2010-03-19,45.0,2.844,0.0,0.0,0.0,0.0,0.0,204.3782258,8.19,42,6050.87,0,1,128107
33,2010-08-27,94.0,3.022,0.0,0.0,0.0,0.0,0.0,126.0892903,9.5,91,7697.12,0,0,39690
18,2011-01-21,22.55,3.232,0.0,0.0,0.0,0.0,0.0,133.0285161,9.13,13,40220.71,0,1,120653
8,2012-05-25,76.11,3.561,2989.94,0.0,651.09,1056.01,10189.75,225.3005779,5.68,27,555.45,0,0,155078
45,2011-10-28,51.78,3.569,0.0,0.0,0.0,0.0,0.0,187.8774913,8.52,85,1833.45,0,1,118221
28,2012-09-07,88.52,4.124,7046.94,43.42,66.08,701.38,11100.55,130.9325484,10.93,90,86701.84,1,0,206302
3,2010-03-26,57.06,2.732,0.0,0.0,0.0,0.0,0.0,214.3241011,7.37,33,2492.39,0,1,37392
2,2011-04-29,69.21,3.81,0.0,0.0,0.0,0.0,0.0,215.2772683,7.93,55,10582.82,0,0,202307
16,2012-04-20,43.61,3.936,2479.18,582.08,22.92,558.25,1659.22,197.7227385,6.17,72,24681.42,0,1,57197
32,2010-05-28,64.69,2.737,0.0,0.0,0.0,0.0,0.0,189.4452425,8.96,41,2874.9,0,0,203007
1,2012-09-07,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.91,23,17406.85,1,0,151315
1,2011-06-10,83.13,3.648,0.0,0.0,0.0,0.0,0.0,215.0435229,7.68,11,41413.29,0,0,151315
38,2012-03-02,52.27,4.178,1895.3,5.9,3.93,68.88,3186.15,130.6457931,12.19,40,19991.49,0,2,39690
10,2012-06-22,89.92,4.014,7684.55,12.6,1.17,3375.65,7210.53,130.7929,7.38,67,14582.81,0,1,126512
1,2011-04-08,67.84,3.622,0.0,0.0,0.0,0.0,0.0,215.0743939,7.68,28,623.65,0,0,151315
6,2011-10-28,69.51,3.372,0.0,0.0,0.0,0.0,0.0,219.237049,6.55,60,378.4,0,0,202505
39,2012-04-27,69.11,3.814,5821.79,0.0,0.0,164.58,8663.37,220.3014485,6.99,28,533.22,0,0,184109
12,2011-10-14,67.31,3.805,0.0,0.0,0.0,0.0,0.0,129.7706452,12.89,71,5833.16,0,1,112238
16,2012-08-10,70.24,3.509,7036.67,11.2,11.0,3031.99,2296.61,198.0795651,6.06,96,205.23,0,1,57197
45,2011-05-13,60.38,4.066,0.0,0.0,0.0,0.0,0.0,186.0719231,8.52,94,6096.77,0,1,118221
34,2010-08-13,76.72,2.698,0.0,0.0,0.0,0.0,0.0,126.064,9.82,9,13275.18,0,0,158114
18,2010-05-14,49.9,2.983,0.0,0.0,0.0,0.0,0.0,132.152129,9.27,19,3504.39,0,1,120653
27,2011-12-02,50.55,3.666,5369.61,294.47,7008.02,3692.11,33247.0,140.4307857,7.91,98,10078.31,0,0,204184
37,2010-09-10,80.58,2.565,0.0,0.0,0.0,0.0,0.0,210.2641156,8.36,72,237.14,1,2,39910
22,2010-03-19,46.03,2.834,0.0,0.0,0.0,0.0,0.0,135.6682247,8.28,38,59826.02,0,1,119557
44,2012-08-03,81.99,3.512,619.96,0.0,1.54,77.58,1429.81,130.737871,5.41,72,113.34,0,2,39910
45,2010-11-26,46.15,3.039,0.0,0.0,0.0,0.0,0.0,182.7832769,8.72,13,25116.53,1,1,118221
4,2012-10-12,57.11,3.603,4975.39,0.0,61.17,1513.17,5905.53,131.1083333,3.88,27,2978.01,0,0,205863
12,2012-01-06,50.43,3.599,11181.59,33829.84,36.96,624.05,10152.27,130.1575161,12.19,23,31999.12,0,1,112238
9,2011-08-26,88.95,3.523,0.0,0.0,0.0,0.0,0.0,219.3189965,6.4,91,1120.3,0,1,125833
34,2010-10-22,58.11,2.736,0.0,0.0,0.0,0.0,0.0,126.3815484,10.21,72,26841.22,0,0,158114
15,2012-02-03,35.3,3.796,25565.53,3425.96,56.72,19303.94,3230.99,137.0632581,7.94,50,2527.0,0,1,123737
16,2012-03-09,28.16,3.286,5302.57,557.02,3.17,5974.36,3037.04,196.9631599,6.16,27,609.48,0,1,57197
26,2011-04-08,29.09,3.72,0.0,0.0,0.0,0.0,0.0,134.1777742,7.82,59,200.89,0,0,152513
26,2011-01-07,21.13,3.193,0.0,0.0,0.0,0.0,0.0,132.8823226,7.91,4,25262.31,0,0,152513
14,2012-07-27,77.2,3.647,4945.52,113.66,4.1,10751.35,3298.31,191.1655664,8.68,30,5199.76,0,0,200898
33,2011-07-15,92.83,3.779,0.0,0.0,0.0,0.0,0.0,129.1338387,8.44,42,26.9,0,0,39690
24,2012-08-24,68.13,3.997,8778.19,280.89,91.01,8868.81,3798.51,138.2814516,8.95,26,7282.92,0,0,203819
9,2010-09-17,81.19,2.582,0.0,0.0,0.0,0.0,0.0,215.0615285,6.44,5,13750.61,0,1,125833
20,2010-07-30,76.03,2.781,0.0,0.0,0.0,0.0,0.0,204.605272,7.53,31,3638.35,0,0,203742
7,2011-08-05,55.91,3.554,0.0,0.0,0.0,0.0,0.0,193.9110133,8.62,4,19541.54,0,1,70713
21,2010-12-17,48.63,2.869,0.0,0.0,0.0,0.0,0.0,211.0645458,8.16,5,58744.61,0,1,140167
11,2012-02-10,52.23,3.409,12424.72,4575.75,81.74,8932.68,6987.67,223.753643,6.83,80,16779.68,1,0,207499
6,2011-10-21,68.53,3.353,0.0,0.0,0.0,0.0,0.0,219.0740167,6.55,7,30238.57,0,0,202505
9,2011-07-01,89.14,3.524,0.0,0.0,0.0,0.0,0.0,218.7796415,6.4,31,859.74,0,1,125833
17,2011-02-18,26.86,3.062,0.0,0.0,0.0,0.0,0.0,127.99525,6.87,1,34283.02,0,1,93188
15,2010-08-13,72.17,2.923,0.0,0.0,0.0,0.0,0.0,132.63,8.1,50,2565.0,0,1,123737
11,2010-08-20,88.93,2.664,0.0,0.0,0.0,0.0,0.0,214.9314191,7.35,98,7948.71,0,0,207499
44,2010-05-07,44.42,2.948,0.0,0.0,0.0,0.0,0.0,126.2898,7.97,18,1.0,0,2,39910
28,2011-07-15,88.1,3.692,0.0,0.0,0.0,0.0,0.0,129.1338387,13.5,59,301.24,0,0,206302
18,2012-10-19,51.96,4.0,1894.83,0.0,2.24,501.85,1453.25,138.8336129,8.24,30,4860.01,0,1,120653
33,2012-09-21,86.53,4.125,427.64,0.0,0.0,0.0,392.74,131.0103333,7.15,92,31104.69,0,0,39690
31,2012-04-06,69.02,3.891,12625.17,399.0,21.86,3623.01,16629.1,221.0737638,6.89,87,7749.3,0,0,203750
33,2011-05-20,76.07,3.99,0.0,0.0,0.0,0.0,0.0,129.0756774,8.69,17,178.58,0,0,39690
6,2012-02-17,49.03,3.51,13182.32,15299.89,12.82,6129.29,7603.05,222.026359,6.13,23,25983.76,0,0,202505
3,2012-05-11,75.19,3.688,3794.95,0.0,0.25,813.77,618.46,225.2351496,6.66,74,3308.69,0,1,37392
41,2010-12-24,29.81,2.781,0.0,0.0,0.0,0.0,0.0,191.1430189,7.51,27,4629.79,0,0,196321
36,2011-02-04,46.68,2.98,0.0,0.0,0.0,0.0,0.0,211.3333753,8.4,40,13605.53,0,0,39910
18,2012-08-03,72.67,3.698,20286.36,66.83,46.62,17046.57,1583.43,138.1735806,8.54,20,8281.9,0,1,120653
21,2011-02-25,61.27,3.065,0.0,0.0,0.0,0.0,0.0,213.190421,8.03,52,3027.52,0,1,140167
25,2011-06-03,70.69,3.922,0.0,0.0,0.0,0.0,0.0,208.3551116,7.29,58,230.0,0,1,128107
6,2010-12-17,52.24,2.869,0.0,0.0,0.0,0.0,0.0,212.918049,7.01,20,7931.95,0,0,202505
2,2010-10-22,68.5,2.725,0.0,0.0,0.0,0.0,0.0,211.5187208,8.16,10,36689.71,0,0,202307
5,2011-08-12,90.16,3.638,0.0,0.0,0.0,0.0,0.0,216.1678032,6.53,55,2433.23,0,1,34875
42,2010-08-13,88.37,3.049,0.0,0.0,0.0,0.0,0.0,126.064,9.2,85,65.23,0,2,39690
9,2012-08-03,90.23,3.417,11864.5,61.0,0.22,1659.09,2176.37,225.7070437,5.28,42,4071.12,0,1,125833
36,2011-10-14,74.16,3.234,0.0,0.0,0.0,0.0,0.0,216.0885258,7.72,31,18.0,0,0,39910
17,2012-08-17,70.98,3.545,1833.19,5.6,0.81,1344.67,1707.05,130.7909677,5.94,23,14172.03,0,1,93188
38,2012-06-01,78.11,4.277,65.36,0.0,0.6,0.0,886.6,130.9592258,11.63,1,6947.87,0,2,39690
43,2011-04-29,71.34,3.81,0.0,0.0,0.0,0.0,0.0,207.4148429,10.58,4,18657.32,0,2,41062
15,2010-11-26,40.71,3.186,0.0,0.0,0.0,0.0,0.0,132.8369333,8.07,14,37098.35,1,1,123737
18,2012-07-20,77.43,3.61,2316.87,161.52,27.08,525.04,887.18,138.2331935,8.54,2,58119.19,0,1,120653
39,2010-12-10,50.81,2.843,0.0,0.0,0.0,0.0,0.0,210.2372494,8.48,92,110552.48,0,0,184109
20,2011-12-23,40.19,3.389,1483.17,80.15,2145.46,38.97,4180.29,212.2360401,7.08,74,33980.49,0,0,203742
21,2010-10-29,67.51,2.716,0.0,0.0,0.0,0.0,0.0,211.5661131,8.16,81,5082.5,0,1,140167
32,2011-11-18,42.61,3.479,4971.23,662.96,48.08,556.43,6452.61,195.7184713,8.51,36,1046.13,0,0,203007
42,2012-05-25,86.03,4.127,63.93,0.0,0.9,0.0,1169.65,131.0287742,7.38,56,2.38,0,2,39690
34,2011-04-15,53.3,3.724,0.0,0.0,0.0,0.0,0.0,128.9107333,10.58,58,1315.0,0,0,158114
29,2012-08-17,74.92,3.84,1727.05,167.24,0.3,504.22,1175.37,138.1857097,9.42,1,9407.98,0,1,93638
6,2011-01-21,46.2,3.016,0.0,0.0,0.0,0.0,0.0,213.3399647,6.86,36,548.0,0,0,202505
8,2012-07-06,81.24,3.227,10526.01,157.93,182.17,3068.98,4059.99,225.4407043,5.4,67,3781.22,0,0,155078
32,2010-06-18,60.94,2.674,0.0,0.0,0.0,0.0,0.0,189.4185259,8.96,27,786.0,0,0,203007
44,2011-05-06,47.75,3.744,0.0,0.0,0.0,0.0,0.0,129.0444333,6.91,52,79.1,0,2,39910
28,2011-09-23,82.95,3.789,0.0,0.0,0.0,0.0,0.0,129.5183333,13.5,36,838.44,0,0,206302
41,2011-04-01,38.16,3.461,0.0,0.0,0.0,0.0,0.0,192.2691707,6.93,59,451.56,0,0,196321
44,2011-08-12,75.95,3.606,0.0,0.0,0.0,0.0,0.0,129.2015806,6.56,67,861.97,0,2,39910
15,2011-01-07,30.53,3.351,0.0,0.0,0.0,0.0,0.0,132.8823226,7.77,92,17999.25,0,1,123737
16,2010-07-09,61.79,2.711,0.0,0.0,0.0,0.0,0.0,189.5231276,6.87,19,693.86,0,1,57197
24,2010-06-11,64.84,2.972,0.0,0.0,0.0,0.0,0.0,132.4357419,8.21,82,16700.14,0,0,203819
13,2010-12-10,36.78,2.817,0.0,0.0,0.0,0.0,0.0,126.7934,7.8,60,1980.0,0,0,219622
26,2012-03-30,33.33,3.921,8827.14,169.73,12.75,981.6,3196.41,137.7261935,7.47,96,13434.69,0,0,152513
4,2011-02-04,34.61,2.996,0.0,0.0,0.0,0.0,0.0,127.7195806,6.51,94,62840.3,0,0,205863
15,2010-11-19,44.1,3.138,0.0,0.0,0.0,0.0,0.0,132.9172,8.07,36,1250.0,0,1,123737
13,2012-08-03,81.99,3.512,48280.91,73.92,98.64,13485.99,7765.27,130.737871,5.77,36,285.0,0,0,219622
3,2011-02-25,67.4,3.065,0.0,0.0,0.0,0.0,0.0,216.8780275,7.55,46,6115.83,0,1,37392
7,2010-10-15,35.86,2.762,0.0,0.0,0.0,0.0,0.0,190.8623087,9.14,22,7970.23,0,1,70713
38,2012-08-17,94.87,4.002,244.09,0.0,5.14,11.22,2519.9,130.7909677,10.93,4,11829.4,0,2,39690
25,2012-09-14,60.9,3.948,6748.95,0.0,3.15,968.4,6124.49,215.3583757,7.28,59,195.97,0,1,128107
8,2011-04-08,65.62,3.622,0.0,0.0,0.0,0.0,0.0,218.50267,6.3,23,13400.96,0,0,155078
30,2012-05-11,74.14,3.688,701.89,0.0,2.28,0.0,1487.23,221.3632212,6.89,98,3231.75,0,2,42988
3,2012-04-06,73.01,3.891,4433.71,0.0,24.45,1282.3,1062.83,224.9393405,6.66,34,6983.1,0,1,37392
1,2010-05-21,76.44,2.826,0.0,0.0,0.0,0.0,0.0,210.6170934,7.81,5,16157.17,0,0,151315
12,2012-04-06,64.05,4.121,11772.46,0.0,61.63,3885.06,4225.11,131.0375484,11.63,90,13527.7,0,1,112238
11,2011-09-02,91.44,3.533,0.0,0.0,0.0,0.0,0.0,219.1501106,7.57,8,34782.41,0,0,207499
2,2010-04-02,63.27,2.719,0.0,0.0,0.0,0.0,0.0,210.4798874,8.2,97,37741.61,0,0,202307
44,2010-04-23,55.66,2.936,0.0,0.0,0.0,0.0,0.0,126.4713333,7.97,93,9116.96,0,2,39910
17,2010-04-09,34.05,2.877,0.0,0.0,0.0,0.0,0.0,126.6019032,6.64,7,17964.19,0,1,93188
20,2012-06-22,76.51,3.564,12173.74,875.7,2.36,4195.01,7516.62,214.606,7.14,56,5617.83,0,0,203742
3,2012-01-13,51.86,3.261,3927.76,3323.64,0.0,226.97,1725.19,223.3755259,6.83,7,5908.69,0,1,37392
33,2011-10-07,81.16,3.827,0.0,0.0,0.0,0.0,0.0,129.6938,8.01,95,28486.45,0,0,39690
29,2012-08-17,74.92,3.84,1727.05,167.24,0.3,504.22,1175.37,138.1857097,9.42,25,4568.21,0,1,93638
24,2012-01-06,32.86,3.585,7325.68,25367.9,203.51,1745.2,3261.35,136.698129,8.66,60,123.2,0,0,203819
25,2012-08-24,64.53,3.834,7693.13,69.6,50.0,2360.4,3561.61,214.9567044,7.28,49,14793.77,0,1,128107
17,2010-11-05,42.54,2.831,0.0,0.0,0.0,0.0,0.0,126.4912903,6.89,46,24360.53,0,1,93188
37,2010-03-05,51.33,2.625,0.0,0.0,0.0,0.0,0.0,210.1092746,8.55,17,297.72,0,2,39910
27,2012-03-23,57.3,4.054,4142.06,506.34,5.17,917.38,3467.03,141.6269332,8.01,33,10953.02,0,0,204184
10,2010-08-20,89.88,3.041,0.0,0.0,0.0,0.0,0.0,126.0766452,9.2,21,9083.56,0,1,126512
26,2010-10-01,57.8,2.717,0.0,0.0,0.0,0.0,0.0,132.7568,8.15,40,38907.77,0,0,152513
32,2012-06-29,81.95,3.693,3333.19,599.5,0.0,798.18,2945.01,197.785577,8.09,54,42.8,0,0,203007
7,2012-05-04,45.38,3.903,6018.32,0.0,69.97,1590.01,1521.53,197.6063534,8.09,94,634.25,0,1,70713
16,2011-07-29,66.84,3.547,0.0,0.0,0.0,0.0,0.0,193.711525,6.34,81,4903.66,0,1,57197
19,2012-06-15,68.19,3.786,9987.83,697.0,0.05,2837.84,4710.66,138.1295333,8.15,24,5945.42,0,0,203819
37,2010-12-24,59.1,2.886,0.0,0.0,0.0,0.0,0.0,210.1805602,8.48,40,26408.49,0,2,39910
6,2011-07-15,88.93,3.575,0.0,0.0,0.0,0.0,0.0,216.9044732,6.93,83,3948.6,0,0,202505
4,2012-08-17,81.41,3.552,2531.63,15.04,5.54,1269.13,3528.9,130.7909677,4.08,37,3079.96,0,0,205863
2,2010-02-12,38.49,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.32,49,15567.51,1,0,202307
33,2011-05-20,76.07,3.99,0.0,0.0,0.0,0.0,0.0,129.0756774,8.69,10,58.78,0,0,39690
32,2011-08-26,75.64,3.485,0.0,0.0,0.0,0.0,0.0,194.3796374,8.62,42,7948.78,0,0,203007
25,2010-03-05,29.45,2.777,0.0,0.0,0.0,0.0,0.0,204.4940734,8.19,9,7474.56,0,1,128107
39,2011-05-06,68.75,3.906,0.0,0.0,0.0,0.0,0.0,214.5240376,8.3,7,34337.79,0,0,184109
2,2010-08-06,89.53,2.627,0.0,0.0,0.0,0.0,0.0,211.1608049,8.1,20,6325.55,0,0,202307
3,2010-09-24,76.9,2.624,0.0,0.0,0.0,0.0,0.0,214.9084516,7.35,2,14200.47,0,1,37392
16,2012-05-18,56.74,3.837,5303.48,0.0,96.9,765.65,2341.97,197.5553137,6.17,11,9582.54,0,1,57197
11,2011-12-16,59.69,3.159,1812.02,143.06,592.44,669.07,4900.25,222.6426418,7.2,82,57059.69,0,0,207499
4,2010-05-21,67.4,2.82,0.0,0.0,0.0,0.0,0.0,126.1843871,7.9,82,21283.36,0,0,205863
42,2011-03-04,56.96,3.674,0.0,0.0,0.0,0.0,0.0,128.26475,8.74,80,15642.99,0,2,39690
14,2012-01-13,41.18,3.513,4605.8,21593.85,636.54,727.57,4054.79,189.3260962,8.42,82,19788.52,0,0,200898
44,2010-04-23,55.66,2.936,0.0,0.0,0.0,0.0,0.0,126.4713333,7.97,13,7747.55,0,2,39910
10,2011-05-13,74.04,4.202,0.0,0.0,0.0,0.0,0.0,129.089,8.49,29,14397.52,0,1,126512
4,2012-10-05,63.07,3.62,5918.34,0.0,126.57,3674.49,6807.07,131.0756667,3.88,42,10856.83,0,0,205863
26,2012-10-26,46.95,3.917,1827.16,35.87,50.0,478.93,2088.65,138.7281613,7.14,46,9999.77,0,0,152513
28,2010-03-19,59.57,3.054,0.0,0.0,0.0,0.0,0.0,126.6066452,13.98,35,3131.5,0,0,206302
41,2010-03-26,32.3,2.717,0.0,0.0,0.0,0.0,0.0,189.7195417,7.54,29,2999.18,0,0,196321
25,2011-07-29,74.72,3.829,0.0,0.0,0.0,0.0,0.0,208.6564699,7.27,52,1145.89,0,1,128107
18,2010-06-11,64.08,2.83,0.0,0.0,0.0,0.0,0.0,132.4357419,9.27,95,72958.08,0,1,120653
6,2011-02-04,40.59,2.989,0.0,0.0,0.0,0.0,0.0,214.0887176,6.86,59,356.16,0,0,202505
38,2012-04-20,66.73,4.222,1307.69,5.67,5.6,140.87,1255.59,131.1173333,11.63,22,9.88,0,2,39690
10,2010-03-26,60.05,2.98,0.0,0.0,0.0,0.0,0.0,126.6050645,9.77,48,1690.0,0,1,126512
27,2010-09-10,70.38,2.837,0.0,0.0,0.0,0.0,0.0,136.6212085,7.98,1,24269.72,1,0,204184
2,2012-01-06,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.06,26,4179.99,0,0,202307
3,2010-04-30,70.24,2.78,0.0,0.0,0.0,0.0,0.0,213.6716815,7.34,59,242.1,0,1,37392
43,2011-04-01,67.79,3.524,0.0,0.0,0.0,0.0,0.0,206.6733111,10.58,21,1509.11,0,2,41062
14,2012-05-04,55.21,3.951,21068.05,0.0,128.13,5490.93,2764.55,190.9222115,8.57,8,53972.82,0,0,200898
20,2012-05-04,62.74,3.951,24594.6,496.0,38.52,9381.13,4648.85,214.4771081,7.14,80,39588.91,0,0,203742
24,2012-06-29,70.4,3.667,5708.44,329.3,0.0,1310.41,4292.22,138.1962667,8.98,4,33002.15,0,0,203819
12,2010-06-18,81.06,3.043,0.0,0.0,0.0,0.0,0.0,126.114,14.1,7,31625.3,0,1,112238
35,2011-09-16,69.65,3.742,0.0,0.0,0.0,0.0,0.0,140.2735,8.68,20,9609.99,0,1,103681
37,2010-03-26,55.76,2.732,0.0,0.0,0.0,0.0,0.0,209.7870932,8.55,5,2659.24,0,2,39910
7,2011-05-20,36.16,3.828,0.0,0.0,0.0,0.0,0.0,192.831317,8.6,14,5914.99,0,1,70713
8,2011-07-22,85.46,3.651,0.0,0.0,0.0,0.0,0.0,218.8328475,6.43,58,855.0,0,0,155078
24,2011-12-02,47.21,3.666,4825.79,126.88,1601.23,6002.36,19966.73,136.4909333,8.45,56,1926.1,0,0,203819
4,2010-02-26,41.36,2.59,0.0,0.0,0.0,0.0,0.0,126.5522857,8.62,41,564.0,0,0,205863
45,2011-11-18,51.34,3.53,4240.34,132.96,111.71,270.14,7073.0,188.1983654,8.52,56,155.32,0,1,118221
39,2011-07-08,84.33,3.48,0.0,0.0,0.0,0.0,0.0,214.0245556,8.18,32,6640.61,0,0,184109
39,2011-12-02,53.14,3.172,2966.71,59.47,2100.01,3614.81,18646.29,217.4229206,7.72,34,18274.67,0,0,184109
19,2010-11-05,41.78,3.049,0.0,0.0,0.0,0.0,0.0,132.9245806,8.07,92,118388.06,0,0,203819
37,2010-05-28,80.87,2.759,0.0,0.0,0.0,0.0,0.0,209.6660514,8.46,1,8830.48,0,2,39910
31,2010-10-22,70.72,2.725,0.0,0.0,0.0,0.0,0.0,211.5187208,8.16,42,5339.08,0,0,203750
12,2010-08-27,93.19,3.129,0.0,0.0,0.0,0.0,0.0,126.0892903,14.18,41,1151.0,0,1,112238
38,2011-02-18,53.35,3.43,0.0,0.0,0.0,0.0,0.0,127.99525,14.02,9,43.38,0,2,39690
39,2011-03-04,63.56,3.288,0.0,0.0,0.0,0.0,0.0,212.576205,8.4,35,2535.0,0,0,184109
13,2011-07-01,74.29,3.613,0.0,0.0,0.0,0.0,0.0,129.0894,6.88,67,15544.02,0,0,219622
6,2011-11-25,62.78,3.236,429.03,171.88,83192.81,15.0,986.23,220.0417412,6.55,36,1842.4,1,0,202505
28,2011-02-04,45.14,3.348,0.0,0.0,0.0,0.0,0.0,127.7195806,14.02,21,5355.53,0,0,206302
34,2012-01-06,36.39,3.158,5998.79,18094.69,104.92,351.55,2890.32,130.1575161,9.65,71,841.23,0,0,158114
34,2011-01-28,34.68,3.022,0.0,0.0,0.0,0.0,0.0,127.5800323,10.4,30,1584.5,0,0,158114
7,2011-10-14,32.65,3.491,0.0,0.0,0.0,0.0,0.0,195.0261012,8.51,93,1242.67,0,1,70713
17,2010-12-24,26.58,2.846,0.0,0.0,0.0,0.0,0.0,126.9835806,6.89,95,48112.46,0,1,93188
20,2010-10-15,59.17,2.868,0.0,0.0,0.0,0.0,0.0,205.0137637,7.48,56,1838.09,0,0,203742
3,2011-05-20,75.79,3.907,0.0,0.0,0.0,0.0,0.0,219.127216,7.57,46,6031.22,0,1,37392
2,2011-05-20,67.14,3.907,0.0,0.0,0.0,0.0,0.0,215.3834778,7.93,26,7384.45,0,0,202307
6,2011-09-02,91.22,3.533,0.0,0.0,0.0,0.0,0.0,217.3343423,6.93,10,50321.16,0,0,202505
23,2012-08-24,64.63,3.874,3082.87,134.11,55.0,5325.05,5906.69,138.2814516,4.16,50,9134.0,0,1,114533
2,2010-11-05,57.85,2.689,0.0,0.0,0.0,0.0,0.0,211.6135053,8.16,95,139588.62,0,0,202307
28,2012-09-28,81.22,3.966,5977.78,7.91,2.16,2458.5,6671.45,131.043,10.93,13,36743.08,0,0,206302
9,2012-09-28,76.8,3.666,1699.68,1.91,0.55,190.38,1819.15,226.7630732,5.28,8,23578.45,0,1,125833
18,2012-01-13,35.25,3.523,3761.79,22411.4,10.54,807.3,2977.83,136.753,8.08,49,10030.83,0,1,120653
2,2012-08-24,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.8083518,6.57,2,68175.69,0,0,202307
7,2012-10-19,43.01,3.75,2034.63,0.0,0.5,298.55,4163.41,199.1481963,7.56,16,5566.86,0,1,70713
36,2011-06-17,84.43,3.599,0.0,0.0,0.0,0.0,0.0,213.7481256,8.3,83,4205.75,0,0,39910
